ID,Parking,Phone,Description,Renovation_type,Balcony,Windows,WC,Chld_pets_allowed,Lift,Refuse_chute,City,Price_per_month,Res_complex_name,Total_sqr_mtr,Rooms_qty,Room_type,Station,Line,AdmArea,District,Floor,N_of_floor,Bld_type,Furniture_rooms,Furniture_kitchen,Street,Bld.,Time_to_subway,Accessibility,price_per_m,Ceiling_height
271568490,0,1,1,2,0,1,0,1,1,1,1,12.611541086966115,170,4.948759890378168,5,0,208,6,9,36,2,7,1,1,1,1177,681,7,2,7.670361888840676,2.64
264664760,0,1,1,3,0,0,1,2,0,1,1,12.899222326086994,212,4.896346147694128,3,0,10,6,9,36,5,13,5,1,1,1563,1025,15,2,8.010707533947981,2.64
228923308,5,1,1,2,0,1,1,2,1,0,1,13.527829818844937,468,5.54907608489522,5,0,10,6,9,36,8,10,4,1,1,1049,1872,10,2,7.982992316125294,3.0
267489303,4,1,1,4,0,1,1,2,1,0,1,13.676249640055394,170,5.942799375126701,6,0,10,6,9,36,3,6,9,0,1,1180,1408,5,2,7.73651392415821,4.0
273353104,5,1,1,1,0,0,1,0,0,0,1,12.765691290604371,212,4.727387818712341,3,0,208,6,9,36,3,13,4,1,1,1563,1025,7,2,8.047509510981422,3.15
273353103,5,1,1,1,0,0,1,0,0,0,1,12.899222326086994,212,4.5217885770490405,2,0,208,6,9,36,10,13,4,1,1,1563,1025,7,2,8.388587793699068,3.15
268321690,5,1,1,2,0,1,1,2,1,1,1,12.899222326086994,212,4.912654885736052,3,0,10,6,9,36,5,13,4,1,1,1563,1025,11,2,7.994282490711376,2.64
272188531,0,1,1,1,0,0,1,0,0,0,1,11.813037464800539,72,3.8066624897703196,2,0,10,6,9,36,21,26,1,1,1,1563,396,15,2,8.029166296325915,4.15
272727784,0,1,1,3,1,0,1,2,0,1,1,11.918397239722838,170,4.454347296253507,3,0,208,6,9,36,7,7,1,1,1,1300,403,9,0,7.476305822759816,2.64
267110043,0,1,1,1,1,1,1,1,1,0,1,12.676079399771027,66,4.61512051684126,2,0,208,6,9,36,5,7,4,1,1,29,701,7,2,8.071218539969863,3.0
265323319,5,1,1,1,0,0,1,1,0,0,1,12.899222326086994,212,4.900076103529192,3,0,208,6,9,36,5,13,4,1,1,1563,1025,7,2,8.006950793390008,3.15
265804792,0,1,1,1,1,1,1,3,0,0,1,12.899222326086994,170,5.351858133476067,4,0,208,6,9,36,3,5,1,1,1,1177,721,7,2,7.552637157608366,3.8
239000408,0,1,1,1,0,0,1,2,0,0,1,13.017005083966255,170,5.198497031265826,4,0,10,6,9,36,4,4,1,1,1,304,438,9,2,7.824445930877619,2.64
271209314,0,1,1,1,0,0,1,3,1,0,1,13.060490101343552,359,5.111987788356544,4,0,208,6,9,36,9,16,4,1,1,1563,872,5,2,7.954893502006961,3.35
269889430,0,1,1,1,0,0,1,3,0,0,1,13.28787951079572,170,5.25227342804663,4,0,208,6,9,36,4,6,1,1,1,622,1645,6,2,8.041175725777935,4.05
241704098,0,1,1,1,0,0,1,1,1,0,1,13.304686600863562,359,5.1298987149230735,4,0,208,6,9,36,4,16,4,1,1,1563,872,5,2,8.18100091560234,3.35
239000331,0,1,1,1,0,0,1,3,1,0,1,13.652992804936396,468,5.5254529391317835,5,0,96,63,9,104,8,9,4,1,1,1049,1872,8,2,8.131824785007195,2.64
274402813,5,1,1,3,0,1,1,2,0,1,1,12.180759965737863,196,4.663439094112067,3,0,208,6,9,36,6,17,4,1,1,631,1778,5,2,7.527332804008427,2.64
270190788,5,1,1,3,1,0,1,2,1,1,1,12.611541086966115,196,4.90527477843843,3,2,208,6,9,36,8,16,5,1,1,631,1778,5,2,7.714144520628233,2.64
271265359,3,1,1,3,0,1,1,1,1,1,1,11.407576060361786,170,4.110873864173311,2,2,208,6,9,36,5,6,1,1,1,1300,1323,5,2,7.313886831633462,3.2
274289253,0,1,1,2,1,0,0,0,0,1,1,11.918397239722838,170,4.454347296253507,3,0,10,6,9,36,7,7,1,1,1,1300,403,7,2,7.476305822759816,2.64
274150874,0,1,1,2,0,0,0,0,0,1,1,12.429220196836383,170,5.017279836814924,5,0,208,6,9,36,4,6,1,1,1,1300,1344,4,2,7.419180722820095,2.64
274849686,5,1,1,3,0,1,1,0,1,1,1,12.765691290604371,355,4.962844630259907,4,2,208,6,9,36,12,13,1,1,1,29,511,5,2,7.810267007870263,3.2
274315381,0,1,1,3,1,1,0,2,1,1,1,13.017005083966255,468,5.407171771460119,5,0,10,6,9,36,7,9,1,1,1,1049,1872,6,2,7.614818691558675,2.64
273779074,0,1,1,1,0,1,1,2,1,1,1,11.695255355062795,170,4.110873864173311,2,0,208,6,9,36,3,6,3,1,0,291,970,7,2,7.601402334583733,3.6
274217247,0,1,1,1,0,1,1,1,0,1,1,11.695255355062795,170,4.6443908991413725,3,0,208,6,9,36,2,3,3,0,0,1300,1004,8,2,7.061375998710478,3.8
272156997,3,1,1,3,0,1,1,2,1,1,1,12.07254696717504,170,5.14166355650266,5,0,96,63,9,104,5,5,3,1,1,377,754,5,2,6.937713772895432,3.2
274617827,0,1,1,3,0,1,0,2,0,1,1,12.154784614286667,170,5.303304908059076,5,0,96,63,9,104,3,3,3,0,1,1049,1882,8,2,6.85751406254539,2.64
274252871,5,1,1,1,1,1,1,2,1,0,1,12.388398368982115,196,4.663439094112067,3,0,208,6,9,36,6,17,5,1,1,631,1778,5,2,7.734871256491385,3.0
269132104,5,1,1,3,0,1,1,1,1,2,1,12.429220196836383,212,4.110873864173311,1,0,208,6,9,36,2,12,4,1,1,1563,1025,10,2,8.33511160582689,3.0
273911217,0,1,1,2,0,1,0,0,1,1,1,12.429220196836383,170,5.049856007249537,5,0,208,6,9,36,4,6,1,1,1,1300,1344,6,2,7.3864108878045425,2.64
274137125,5,1,1,2,0,1,1,2,1,1,1,13.122365377402328,355,5.3734248390348425,5,0,80,8,2,46,3,13,1,1,1,29,511,9,0,7.7540166551277565,2.64
274140104,3,1,1,1,0,1,1,2,1,1,1,13.122365377402328,355,5.3230099791384085,5,2,208,6,9,36,2,14,5,0,0,29,511,5,2,7.804651300350745,3.2
271258034,0,1,1,3,1,1,0,1,1,1,1,13.122365377402328,170,5.198497031265826,5,0,208,6,9,36,7,8,1,1,1,1024,308,9,2,7.929766461729666,2.64
166833883,0,1,1,2,1,1,1,2,1,1,1,13.28787951079572,170,5.564520407322694,6,0,10,6,9,36,6,8,3,1,1,283,1037,6,2,7.727636765762458,2.64
273798495,0,1,1,2,1,1,1,0,1,1,1,13.384729180332174,189,5.472690753492817,4,0,208,6,9,36,7,11,5,1,1,522,511,6,2,7.9166103515191075,2.64
274810876,5,1,1,3,0,0,1,0,0,1,1,13.45883704259595,170,5.375278407684165,4,0,208,6,9,36,5,5,3,1,1,1177,721,4,2,8.08850468159631,2.64
274199925,0,1,1,1,0,1,0,1,0,1,1,11.652696102959753,170,4.61512051684126,3,0,10,6,9,36,2,3,1,1,1,1300,1004,9,0,7.048386408721883,2.64
274223065,0,1,1,2,0,1,0,0,0,1,1,11.695255355062795,170,4.110873864173311,2,0,208,6,9,36,3,6,1,1,1,291,970,8,2,7.601402334583733,2.64
272632345,0,1,1,1,0,0,1,0,1,0,1,12.128116509451258,170,4.59511985013459,3,0,10,6,9,36,6,6,3,0,0,1300,403,6,2,7.543673214862356,3.0
274018110,5,1,1,1,0,0,1,0,1,0,1,12.206077645517674,468,5.170483995038151,2,0,10,6,9,36,3,9,4,0,0,1049,1872,5,2,7.04216128901732,3.1
274029603,0,1,1,3,0,1,1,1,1,1,1,12.765691290604371,170,5.198497031265826,4,2,208,6,9,36,3,4,3,1,1,1300,1025,5,2,7.573245736090097,2.64
274548856,5,1,1,2,0,1,1,2,1,1,1,12.765691290604371,355,4.890349128221754,4,0,208,6,9,36,12,13,4,1,1,29,511,6,2,7.883263582635877,2.64
271766412,0,1,1,3,1,1,1,0,1,1,1,12.899222326086994,170,5.43372200355424,6,0,3,70,9,27,3,6,1,0,1,1180,1408,4,2,7.470444034747383,2.64
269165004,1,1,1,1,0,0,1,0,1,0,1,13.060490101343552,66,4.535820107853298,3,0,208,6,9,36,3,7,4,1,1,29,701,2,2,8.535640195875546,4.2
274105576,5,1,1,3,1,1,1,2,1,1,1,13.122365377402328,355,5.3230099791384085,5,2,208,6,9,36,2,13,1,1,1,29,511,5,2,7.804651300350745,3.2
273785180,0,1,1,3,0,1,1,2,1,1,1,13.384729180332174,72,5.081404364984463,4,2,10,6,9,36,26,26,1,1,1,1563,396,4,2,8.30979995019326,3.2
273785183,0,1,1,3,0,1,1,2,1,1,1,13.384729180332174,72,4.948759890378168,4,2,10,6,9,36,25,26,1,1,1,1563,396,4,2,8.443300580685964,3.2
274528249,3,1,1,2,1,0,1,0,1,1,1,11.695255355062795,170,3.828641396489095,1,0,10,6,9,36,6,7,3,1,1,700,1408,3,2,7.888959461698937,2.64
274431438,3,1,1,3,0,1,1,2,1,1,1,11.775297421715827,170,4.189654742026425,3,2,208,6,9,36,7,7,1,1,1,493,970,3,2,7.601402334583733,3.2
274064272,0,1,1,3,0,1,1,0,1,0,1,11.849404844423074,170,4.477336814478207,3,1,10,6,9,36,4,7,3,1,1,696,970,5,2,7.384110818501507,2.64
273078340,0,1,1,2,1,1,1,2,1,0,1,11.884495917930655,170,4.51085950651685,3,0,208,6,9,36,7,12,3,1,1,924,1411,6,2,7.385299848179466,3.0
